,sentence_id,sentence,target,category,polarity,category_polarity,entailed,start,end
53,47,"I like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .",chai,food quality,neutral,food quality neutral,no,0,0
54,47,"I like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .",chole,food quality,positive,food quality positive,yes,36,40
55,47,"I like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .",chole,food quality,negative,food quality negative,no,0,0
56,47,"I like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .",chole,food quality,neutral,food quality neutral,no,0,0
57,47,"I like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .",dhosas,food quality,positive,food quality positive,no,0,0
58,47,"I like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .",dhosas,food quality,negative,food quality negative,yes,52,57
59,47,"I like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .",dhosas,food quality,neutral,food quality neutral,no,0,0
60,47,"I like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .",dhal,food quality,positive,food quality positive,no,0,0
61,47,"I like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .",dhal,food quality,negative,food quality negative,yes,63,66
62,47,"I like the somosas , chai , and the chole , but the dhosas and dhal were kinda dissapointing .",dhal,food quality,neutral,food quality neutral,no,0,0
63,50,"Also , specify if you like your food spicy- its rather bland if you don't .",food,food quality,positive,food quality positive,no,0,0
64,50,"Also , specify if you like your food spicy- its rather bland if you don't .",food,food quality,negative,food quality negative,yes,32,35
65,50,"Also , specify if you like your food spicy- its rather bland if you don't .",food,food quality,neutral,food quality neutral,no,0,0
66,68,This place is the most Japanese it can ever get .,place,restaurant miscellaneous,positive,restaurant miscellaneous positive,yes,5,9
67,68,This place is the most Japanese it can ever get .,place,restaurant miscellaneous,negative,restaurant miscellaneous negative,no,0,0
68,68,This place is the most Japanese it can ever get .,place,restaurant miscellaneous,neutral,restaurant miscellaneous neutral,no,0,0
69,73,Decent wine at reasonable prices .,wine,drinks quality,positive,drinks quality positive,no,0,0
70,73,Decent wine at reasonable prices .,wine,drinks quality,negative,drinks quality negative,no,0,0
71,73,Decent wine at reasonable prices .,wine,drinks quality,neutral,drinks quality neutral,yes,7,10
72,73,Decent wine at reasonable prices .,wine,drinks prices,positive,drinks prices positive,yes,7,10
73,73,Decent wine at reasonable prices .,wine,drinks prices,negative,drinks prices negative,no,0,0
74,73,Decent wine at reasonable prices .,wine,drinks prices,neutral,drinks prices neutral,no,0,0
75,77,I 'm partial to the Gnocchi .,Gnocchi,restaurant general,positive,restaurant general positive,yes,20,26
76,77,I 'm partial to the Gnocchi .,Gnocchi,restaurant general,negative,restaurant general negative,no,0,0
77,77,I 'm partial to the Gnocchi .,Gnocchi,restaurant general,neutral,restaurant general neutral,no,0,0
78,78,This place is incredibly tiny .,place,restaurant miscellaneous,positive,restaurant miscellaneous positive,no,0,0
79,78,This place is incredibly tiny .,place,restaurant miscellaneous,negative,restaurant miscellaneous negative,yes,5,9
80,78,This place is incredibly tiny .,place,restaurant miscellaneous,neutral,restaurant miscellaneous neutral,no,0,0
81,102,"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",sushi,food quality,positive,food quality positive,yes,75,79
82,102,"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",sushi,food quality,negative,food quality negative,no,0,0
83,102,"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",sushi,food quality,neutral,food quality neutral,no,0,0
84,102,"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",thai food,food quality,positive,food quality positive,yes,104,112
85,102,"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",thai food,food quality,negative,food quality negative,no,0,0
86,102,"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",thai food,food quality,neutral,food quality neutral,no,0,0
87,102,"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",Planet Thailand,restaurant general,positive,restaurant general positive,yes,0,14
88,102,"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",Planet Thailand,restaurant general,negative,restaurant general negative,no,0,0
89,102,"Planet Thailand has always been a hit with me , I go there usually for the sushi , which is great , the thai food is excellent too .",Planet Thailand,restaurant general,neutral,restaurant general neutral,no,0,0
90,108,"those rolls were big , but not good and sashimi wasn't fresh .",rolls,food style_options,positive,food style_options positive,no,0,0
91,108,"those rolls were big , but not good and sashimi wasn't fresh .",rolls,food style_options,negative,food style_options negative,no,0,0
92,108,"those rolls were big , but not good and sashimi wasn't fresh .",rolls,food style_options,neutral,food style_options neutral,yes,6,10
93,108,"those rolls were big , but not good and sashimi wasn't fresh .",rolls,food quality,positive,food quality positive,no,0,0
94,108,"those rolls were big , but not good and sashimi wasn't fresh .",rolls,food quality,negative,food quality negative,yes,6,10
95,108,"those rolls were big , but not good and sashimi wasn't fresh .",rolls,food quality,neutral,food quality neutral,no,0,0
96,108,"those rolls were big , but not good and sashimi wasn't fresh .",sashimi,food quality,positive,food quality positive,no,0,0
97,108,"those rolls were big , but not good and sashimi wasn't fresh .",sashimi,food quality,negative,food quality negative,yes,40,46
98,108,"those rolls were big , but not good and sashimi wasn't fresh .",sashimi,food quality,neutral,food quality neutral,no,0,0
99,109,"Try the crunchy tuna , it is to die for .",crunchy tuna,food quality,positive,food quality positive,yes,8,19
100,109,"Try the crunchy tuna , it is to die for .",crunchy tuna,food quality,negative,food quality negative,no,0,0
101,109,"Try the crunchy tuna , it is to die for .",crunchy tuna,food quality,neutral,food quality neutral,no,0,0
102,121,I 'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much . . . and we're repeat customers .,Mizu,restaurant general,positive,restaurant general positive,yes,135,138
103,121,I 'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much . . . and we're repeat customers .,Mizu,restaurant general,negative,restaurant general negative,no,0,0
104,121,I 'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much . . . and we're repeat customers .,Mizu,restaurant general,neutral,restaurant general neutral,no,0,0
105,138,I loved everythig about it-especially the shows and actors .,shows,ambience general,positive,ambience general positive,yes,42,46
106,138,I loved everythig about it-especially the shows and actors .,shows,ambience general,negative,ambience general negative,no,0,0
107,138,I loved everythig about it-especially the shows and actors .,shows,ambience general,neutral,ambience general neutral,no,0,0
108,138,I loved everythig about it-especially the shows and actors .,actors,ambience general,positive,ambience general positive,yes,52,57
109,138,I loved everythig about it-especially the shows and actors .,actors,ambience general,negative,ambience general negative,no,0,0
110,138,I loved everythig about it-especially the shows and actors .,actors,ambience general,neutral,ambience general neutral,no,0,0
111,141,The tuna and wasabe potatoes are excellent .,tuna,food quality,positive,food quality positive,yes,4,7
112,141,The tuna and wasabe potatoes are excellent .,tuna,food quality,negative,food quality negative,no,0,0
113,141,The tuna and wasabe potatoes are excellent .,tuna,food quality,neutral,food quality neutral,no,0,0
114,141,The tuna and wasabe potatoes are excellent .,wasabe potatoes,food quality,positive,food quality positive,yes,13,27
115,141,The tuna and wasabe potatoes are excellent .,wasabe potatoes,food quality,negative,food quality negative,no,0,0
116,141,The tuna and wasabe potatoes are excellent .,wasabe potatoes,food quality,neutral,food quality neutral,no,0,0
117,143,Service was prompt and courteous .,Service,service general,positive,service general positive,yes,0,6
118,143,Service was prompt and courteous .,Service,service general,negative,service general negative,no,0,0
119,143,Service was prompt and courteous .,Service,service general,neutral,service general neutral,no,0,0
120,154,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else .,bagels,food quality,positive,food quality positive,yes,56,61
121,154,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else .,bagels,food quality,negative,food quality negative,no,0,0
122,154,When I lived upstate for a while I would buy freeze the bagels and they would still be better than any else .,bagels,food quality,neutral,food quality neutral,no,0,0
123,159,"Service was very good - prompt , attentive and non-intrusive .",Service,service general,positive,service general positive,yes,0,6
124,159,"Service was very good - prompt , attentive and non-intrusive .",Service,service general,negative,service general negative,no,0,0
125,159,"Service was very good - prompt , attentive and non-intrusive .",Service,service general,neutral,service general neutral,no,0,0
126,162,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .,Traditional French decour,ambience general,positive,ambience general positive,yes,0,24
127,162,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .,Traditional French decour,ambience general,negative,ambience general negative,no,0,0
128,162,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .,Traditional French decour,ambience general,neutral,ambience general neutral,no,0,0
129,162,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .,hall,ambience general,positive,ambience general positive,no,0,0
130,162,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .,hall,ambience general,negative,ambience general negative,yes,50,53
131,162,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation .,hall,ambience general,neutral,ambience general neutral,no,0,0
132,165,"Seating is always prompt , though the restaurant does fill up in the evening .",Seating,service general,positive,service general positive,yes,0,6
133,165,"Seating is always prompt , though the restaurant does fill up in the evening .",Seating,service general,negative,service general negative,no,0,0
134,165,"Seating is always prompt , though the restaurant does fill up in the evening .",Seating,service general,neutral,service general neutral,no,0,0
135,167,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall , which are great for a date .",decor,ambience general,positive,ambience general positive,yes,4,8
136,167,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall , which are great for a date .",decor,ambience general,negative,ambience general negative,no,0,0
137,167,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall , which are great for a date .",decor,ambience general,neutral,ambience general neutral,no,0,0
138,167,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall , which are great for a date .",semi-private boths,ambience general,positive,ambience general positive,yes,51,68
139,167,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall , which are great for a date .",semi-private boths,ambience general,negative,ambience general negative,no,0,0
140,167,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall , which are great for a date .",semi-private boths,ambience general,neutral,ambience general neutral,no,0,0
141,169,"The first time I went , and was completely taken by the live jazz band and atmosphere , I ordered the Lobster Cobb Salad .",live jazz band,ambience general,positive,ambience general positive,yes,56,69
142,169,"The first time I went , and was completely taken by the live jazz band and atmosphere , I ordered the Lobster Cobb Salad .",live jazz band,ambience general,negative,ambience general negative,no,0,0
143,169,"The first time I went , and was completely taken by the live jazz band and atmosphere , I ordered the Lobster Cobb Salad .",live jazz band,ambience general,neutral,ambience general neutral,no,0,0
144,169,"The first time I went , and was completely taken by the live jazz band and atmosphere , I ordered the Lobster Cobb Salad .",atmosphere,ambience general,positive,ambience general positive,yes,75,84
145,169,"The first time I went , and was completely taken by the live jazz band and atmosphere , I ordered the Lobster Cobb Salad .",atmosphere,ambience general,negative,ambience general negative,no,0,0
146,169,"The first time I went , and was completely taken by the live jazz band and atmosphere , I ordered the Lobster Cobb Salad .",atmosphere,ambience general,neutral,ambience general neutral,no,0,0
147,182,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .",beers,drinks style_options,positive,drinks style_options positive,yes,28,32
148,182,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .",beers,drinks style_options,negative,drinks style_options negative,no,0,0
149,182,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .",beers,drinks style_options,neutral,drinks style_options neutral,no,0,0
150,182,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .",food,food quality,positive,food quality positive,yes,98,101
151,182,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .",food,food quality,negative,food quality negative,no,0,0
152,182,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .",food,food quality,neutral,food quality neutral,no,0,0
153,182,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .",pumkin tortelini,food quality,positive,food quality positive,yes,161,176
154,182,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .",pumkin tortelini,food quality,negative,food quality negative,no,0,0
155,182,"The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious , if I must recommend a dish it must be the pumkin tortelini .",pumkin tortelini,food quality,neutral,food quality neutral,no,0,0
156,183,"Please take my advice , go and try this place .",place,restaurant general,positive,restaurant general positive,yes,40,44
157,183,"Please take my advice , go and try this place .",place,restaurant general,negative,restaurant general negative,no,0,0
158,183,"Please take my advice , go and try this place .",place,restaurant general,neutral,restaurant general neutral,no,0,0
159,190,All the staff is absolutely professional ! !,staff,service general,positive,service general positive,yes,8,12
160,190,All the staff is absolutely professional ! !,staff,service general,negative,service general negative,no,0,0
161,190,All the staff is absolutely professional ! !,staff,service general,neutral,service general neutral,no,0,0
162,203,"I didn't complain , I liked the atmosphere so much .",atmosphere,ambience general,positive,ambience general positive,yes,32,41
163,203,"I didn't complain , I liked the atmosphere so much .",atmosphere,ambience general,negative,ambience general negative,no,0,0
164,203,"I didn't complain , I liked the atmosphere so much .",atmosphere,ambience general,neutral,ambience general neutral,no,0,0
165,212,"In any event , this is a place I 'll be sure to stop by again when I 'm in this part of town .",place,restaurant general,positive,restaurant general positive,yes,25,29
166,212,"In any event , this is a place I 'll be sure to stop by again when I 'm in this part of town .",place,restaurant general,negative,restaurant general negative,no,0,0
167,212,"In any event , this is a place I 'll be sure to stop by again when I 'm in this part of town .",place,restaurant general,neutral,restaurant general neutral,no,0,0
168,215,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can .,atmosphere,ambience general,positive,ambience general positive,no,0,0
169,215,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can .,atmosphere,ambience general,negative,ambience general negative,yes,4,13
170,215,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can .,atmosphere,ambience general,neutral,ambience general neutral,no,0,0
171,215,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can .,waiters,service general,positive,service general positive,yes,32,38
172,215,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can .,waiters,service general,negative,service general negative,no,0,0
173,215,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can .,waiters,service general,neutral,service general neutral,no,0,0
174,219,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese . . . . both very tasty .,Caesar Salad,food quality,positive,food quality positive,yes,20,31
175,219,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese . . . . both very tasty .,Caesar Salad,food quality,negative,food quality negative,no,0,0
176,219,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese . . . . both very tasty .,Caesar Salad,food quality,neutral,food quality neutral,no,0,0
177,219,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese . . . . both very tasty .,arugula and goat cheese,food quality,positive,food quality positive,yes,51,73
178,219,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese . . . . both very tasty .,arugula and goat cheese,food quality,negative,food quality negative,no,0,0
179,219,Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese . . . . both very tasty .,arugula and goat cheese,food quality,neutral,food quality neutral,no,0,0
180,220,We both opted for a pasta dish and they were served timely and fresh .,pasta dish,food quality,positive,food quality positive,yes,20,29
181,220,We both opted for a pasta dish and they were served timely and fresh .,pasta dish,food quality,negative,food quality negative,no,0,0
182,220,We both opted for a pasta dish and they were served timely and fresh .,pasta dish,food quality,neutral,food quality neutral,no,0,0
183,223,"The staff was accomodating , the food was absolutely delicious and the place is lovely .",staff,service general,positive,service general positive,yes,4,8
184,223,"The staff was accomodating , the food was absolutely delicious and the place is lovely .",staff,service general,negative,service general negative,no,0,0
185,223,"The staff was accomodating , the food was absolutely delicious and the place is lovely .",staff,service general,neutral,service general neutral,no,0,0
186,223,"The staff was accomodating , the food was absolutely delicious and the place is lovely .",food,food quality,positive,food quality positive,yes,33,36
187,223,"The staff was accomodating , the food was absolutely delicious and the place is lovely .",food,food quality,negative,food quality negative,no,0,0
188,223,"The staff was accomodating , the food was absolutely delicious and the place is lovely .",food,food quality,neutral,food quality neutral,no,0,0
189,223,"The staff was accomodating , the food was absolutely delicious and the place is lovely .",place,ambience general,positive,ambience general positive,yes,71,75
190,223,"The staff was accomodating , the food was absolutely delicious and the place is lovely .",place,ambience general,negative,ambience general negative,no,0,0
191,223,"The staff was accomodating , the food was absolutely delicious and the place is lovely .",place,ambience general,neutral,ambience general neutral,no,0,0
192,225,sometimes i get good food and ok service .,food,food quality,positive,food quality positive,yes,21,24
193,225,sometimes i get good food and ok service .,food,food quality,negative,food quality negative,no,0,0
194,225,sometimes i get good food and ok service .,food,food quality,neutral,food quality neutral,no,0,0
195,225,sometimes i get good food and ok service .,service,service general,positive,service general positive,no,0,0
196,225,sometimes i get good food and ok service .,service,service general,negative,service general negative,no,0,0
197,225,sometimes i get good food and ok service .,service,service general,neutral,service general neutral,yes,33,39
198,230,Right off the L in Brooklyn this is a nice cozy place with good pizza .,pizza,food quality,positive,food quality positive,yes,64,68
199,230,Right off the L in Brooklyn this is a nice cozy place with good pizza .,pizza,food quality,negative,food quality negative,no,0,0
200,230,Right off the L in Brooklyn this is a nice cozy place with good pizza .,pizza,food quality,neutral,food quality neutral,no,0,0
201,230,Right off the L in Brooklyn this is a nice cozy place with good pizza .,place,ambience general,positive,ambience general positive,yes,48,52
202,230,Right off the L in Brooklyn this is a nice cozy place with good pizza .,place,ambience general,negative,ambience general negative,no,0,0
203,230,Right off the L in Brooklyn this is a nice cozy place with good pizza .,place,ambience general,neutral,ambience general neutral,no,0,0
204,245,This is my first time writing a review for a restaurant because the food and service was excellent .,food,food quality,positive,food quality positive,yes,68,71
205,245,This is my first time writing a review for a restaurant because the food and service was excellent .,food,food quality,negative,food quality negative,no,0,0
206,245,This is my first time writing a review for a restaurant because the food and service was excellent .,food,food quality,neutral,food quality neutral,no,0,0
207,245,This is my first time writing a review for a restaurant because the food and service was excellent .,service,service general,positive,service general positive,yes,77,83
208,245,This is my first time writing a review for a restaurant because the food and service was excellent .,service,service general,negative,service general negative,no,0,0
209,245,This is my first time writing a review for a restaurant because the food and service was excellent .,service,service general,neutral,service general neutral,no,0,0
210,251,Very affordable and excellent ambient !,ambient,ambience general,positive,ambience general positive,yes,30,36
211,251,Very affordable and excellent ambient !,ambient,ambience general,negative,ambience general negative,no,0,0
212,251,Very affordable and excellent ambient !,ambient,ambience general,neutral,ambience general neutral,no,0,0
213,271,I 've never had bad service and the fish is fresh and delicious .,service,service general,positive,service general positive,yes,20,26
214,271,I 've never had bad service and the fish is fresh and delicious .,service,service general,negative,service general negative,no,0,0
215,271,I 've never had bad service and the fish is fresh and delicious .,service,service general,neutral,service general neutral,no,0,0
216,271,I 've never had bad service and the fish is fresh and delicious .,fish,food quality,positive,food quality positive,yes,36,39
217,271,I 've never had bad service and the fish is fresh and delicious .,fish,food quality,negative,food quality negative,no,0,0
218,271,I 've never had bad service and the fish is fresh and delicious .,fish,food quality,neutral,food quality neutral,no,0,0
219,273,"I come from a family of pizzeria owners , and I 'm almost ashamed to say that the pizza in Fornino's blows my families receipies away .",pizza,food quality,positive,food quality positive,yes,82,86
220,273,"I come from a family of pizzeria owners , and I 'm almost ashamed to say that the pizza in Fornino's blows my families receipies away .",pizza,food quality,negative,food quality negative,no,0,0
221,273,"I come from a family of pizzeria owners , and I 'm almost ashamed to say that the pizza in Fornino's blows my families receipies away .",pizza,food quality,neutral,food quality neutral,no,0,0
222,278,The dining room is quietly elegant with no music to shout over -- how refreshing !,dining room,ambience general,positive,ambience general positive,yes,4,14
223,278,The dining room is quietly elegant with no music to shout over -- how refreshing !,dining room,ambience general,negative,ambience general negative,no,0,0
224,278,The dining room is quietly elegant with no music to shout over -- how refreshing !,dining room,ambience general,neutral,ambience general neutral,no,0,0
225,282,The staff offers impeccable service .,staff,service general,positive,service general positive,yes,4,8
226,282,The staff offers impeccable service .,staff,service general,negative,service general negative,no,0,0
227,282,The staff offers impeccable service .,staff,service general,neutral,service general neutral,no,0,0
228,284,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque .,New England Chowder,food quality,positive,food quality positive,yes,21,39
229,284,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque .,New England Chowder,food quality,negative,food quality negative,no,0,0
230,284,My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque .,New England Chowder,food quality,neutral,food quality neutral,no,0,0
