,sentence_id,sentence,target,category,polarity,category_polarity,entailed,start,end
23,120,I 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,setting,ambience general,neutral,ambience general neutral,no,0,0
24,120,I 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,service,service general,positive,service general positive,yes,93,99
25,120,I 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,service,service general,negative,service general negative,no,0,0
26,120,I 'd highly recommend it for a special occasion -- it provides and intimate setting and nice service .,service,service general,neutral,service general neutral,no,0,0
27,132,The staff is incredibly helpful and attentive .,staff,service general,positive,service general positive,yes,4,8
28,132,The staff is incredibly helpful and attentive .,staff,service general,negative,service general negative,no,0,0
29,132,The staff is incredibly helpful and attentive .,staff,service general,neutral,service general neutral,no,0,0
30,140,The food was good too .,food,food quality,positive,food quality positive,yes,4,7
31,140,The food was good too .,food,food quality,negative,food quality negative,no,0,0
32,140,The food was good too .,food,food quality,neutral,food quality neutral,no,0,0
33,158,Try the lobster teriyaki and the rose special roll .,lobster teriyaki,food quality,positive,food quality positive,yes,8,23
34,158,Try the lobster teriyaki and the rose special roll .,lobster teriyaki,food quality,negative,food quality negative,no,0,0
35,158,Try the lobster teriyaki and the rose special roll .,lobster teriyaki,food quality,neutral,food quality neutral,no,0,0
36,158,Try the lobster teriyaki and the rose special roll .,rose special roll,food quality,positive,food quality positive,yes,33,49
37,158,Try the lobster teriyaki and the rose special roll .,rose special roll,food quality,negative,food quality negative,no,0,0
38,158,Try the lobster teriyaki and the rose special roll .,rose special roll,food quality,neutral,food quality neutral,no,0,0
39,172,"If we were to move from the upper east side , we would genuinely miss this restaurant .",restaurant,restaurant general,positive,restaurant general positive,yes,75,84
40,172,"If we were to move from the upper east side , we would genuinely miss this restaurant .",restaurant,restaurant general,negative,restaurant general negative,no,0,0
41,172,"If we were to move from the upper east side , we would genuinely miss this restaurant .",restaurant,restaurant general,neutral,restaurant general neutral,no,0,0
42,199,Hats off to the chef .,chef,food quality,positive,food quality positive,yes,16,19
43,199,Hats off to the chef .,chef,food quality,negative,food quality negative,no,0,0
44,199,Hats off to the chef .,chef,food quality,neutral,food quality neutral,no,0,0
45,216,"And it all comes at a very reasonable price (congee , noodles , and rice dishes are no more than $3-6 each) .",congee,food prices,positive,food prices positive,yes,45,50
46,216,"And it all comes at a very reasonable price (congee , noodles , and rice dishes are no more than $3-6 each) .",congee,food prices,negative,food prices negative,no,0,0
47,216,"And it all comes at a very reasonable price (congee , noodles , and rice dishes are no more than $3-6 each) .",congee,food prices,neutral,food prices neutral,no,0,0
48,216,"And it all comes at a very reasonable price (congee , noodles , and rice dishes are no more than $3-6 each) .",noodles,food prices,positive,food prices positive,yes,54,60
49,216,"And it all comes at a very reasonable price (congee , noodles , and rice dishes are no more than $3-6 each) .",noodles,food prices,negative,food prices negative,no,0,0
50,216,"And it all comes at a very reasonable price (congee , noodles , and rice dishes are no more than $3-6 each) .",noodles,food prices,neutral,food prices neutral,no,0,0
51,216,"And it all comes at a very reasonable price (congee , noodles , and rice dishes are no more than $3-6 each) .",rice dishes,food prices,positive,food prices positive,yes,68,78
52,216,"And it all comes at a very reasonable price (congee , noodles , and rice dishes are no more than $3-6 each) .",rice dishes,food prices,negative,food prices negative,no,0,0
53,216,"And it all comes at a very reasonable price (congee , noodles , and rice dishes are no more than $3-6 each) .",rice dishes,food prices,neutral,food prices neutral,no,0,0
54,266,"Cute place , nice wait staff but would never go there again .",wait staff,service general,positive,service general positive,yes,18,27
55,266,"Cute place , nice wait staff but would never go there again .",wait staff,service general,negative,service general negative,no,0,0
56,266,"Cute place , nice wait staff but would never go there again .",wait staff,service general,neutral,service general neutral,no,0,0
57,266,"Cute place , nice wait staff but would never go there again .",place,ambience general,positive,ambience general positive,yes,5,9
58,266,"Cute place , nice wait staff but would never go there again .",place,ambience general,negative,ambience general negative,no,0,0
59,266,"Cute place , nice wait staff but would never go there again .",place,ambience general,neutral,ambience general neutral,no,0,0
60,266,"Cute place , nice wait staff but would never go there again .",place,restaurant general,positive,restaurant general positive,no,0,0
61,266,"Cute place , nice wait staff but would never go there again .",place,restaurant general,negative,restaurant general negative,yes,5,9
62,266,"Cute place , nice wait staff but would never go there again .",place,restaurant general,neutral,restaurant general neutral,no,0,0
63,292,The food is amazing . . . especially if you get the Chef's tasting menu and your favourite bottle (or two ! ) of wine from an extensive selection of wines .,food,food quality,positive,food quality positive,yes,4,7
64,292,The food is amazing . . . especially if you get the Chef's tasting menu and your favourite bottle (or two ! ) of wine from an extensive selection of wines .,food,food quality,negative,food quality negative,no,0,0
65,292,The food is amazing . . . especially if you get the Chef's tasting menu and your favourite bottle (or two ! ) of wine from an extensive selection of wines .,food,food quality,neutral,food quality neutral,no,0,0
66,292,The food is amazing . . . especially if you get the Chef's tasting menu and your favourite bottle (or two ! ) of wine from an extensive selection of wines .,selection of wines,drinks style_options,positive,drinks style_options positive,yes,136,153
67,292,The food is amazing . . . especially if you get the Chef's tasting menu and your favourite bottle (or two ! ) of wine from an extensive selection of wines .,selection of wines,drinks style_options,negative,drinks style_options negative,no,0,0
68,292,The food is amazing . . . especially if you get the Chef's tasting menu and your favourite bottle (or two ! ) of wine from an extensive selection of wines .,selection of wines,drinks style_options,neutral,drinks style_options neutral,no,0,0
69,292,The food is amazing . . . especially if you get the Chef's tasting menu and your favourite bottle (or two ! ) of wine from an extensive selection of wines .,Chef's tasting menu,food quality,positive,food quality positive,yes,52,70
70,292,The food is amazing . . . especially if you get the Chef's tasting menu and your favourite bottle (or two ! ) of wine from an extensive selection of wines .,Chef's tasting menu,food quality,negative,food quality negative,no,0,0
71,292,The food is amazing . . . especially if you get the Chef's tasting menu and your favourite bottle (or two ! ) of wine from an extensive selection of wines .,Chef's tasting menu,food quality,neutral,food quality neutral,no,0,0
72,310,"However , I think Jeckll and Hydes t is one of those places that is fun to do once .",Jeckll and Hydes,restaurant general,positive,restaurant general positive,yes,18,33
73,310,"However , I think Jeckll and Hydes t is one of those places that is fun to do once .",Jeckll and Hydes,restaurant general,negative,restaurant general negative,no,0,0
74,310,"However , I think Jeckll and Hydes t is one of those places that is fun to do once .",Jeckll and Hydes,restaurant general,neutral,restaurant general neutral,no,0,0
75,335,"Despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art .",menu,food style_options,positive,food style_options positive,no,0,0
76,335,"Despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art .",menu,food style_options,negative,food style_options negative,yes,27,30
77,335,"Despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art .",menu,food style_options,neutral,food style_options neutral,no,0,0
78,344,"The food is delicious - from the specials to the regular menu-fare , the dishes are never a disappointment .",food,food quality,positive,food quality positive,yes,4,7
79,344,"The food is delicious - from the specials to the regular menu-fare , the dishes are never a disappointment .",food,food quality,negative,food quality negative,no,0,0
80,344,"The food is delicious - from the specials to the regular menu-fare , the dishes are never a disappointment .",food,food quality,neutral,food quality neutral,no,0,0
81,344,"The food is delicious - from the specials to the regular menu-fare , the dishes are never a disappointment .",dishes,food quality,positive,food quality positive,yes,73,78
82,344,"The food is delicious - from the specials to the regular menu-fare , the dishes are never a disappointment .",dishes,food quality,negative,food quality negative,no,0,0
83,344,"The food is delicious - from the specials to the regular menu-fare , the dishes are never a disappointment .",dishes,food quality,neutral,food quality neutral,no,0,0
84,344,"The food is delicious - from the specials to the regular menu-fare , the dishes are never a disappointment .",specials,food quality,positive,food quality positive,yes,33,40
85,344,"The food is delicious - from the specials to the regular menu-fare , the dishes are never a disappointment .",specials,food quality,negative,food quality negative,no,0,0
86,344,"The food is delicious - from the specials to the regular menu-fare , the dishes are never a disappointment .",specials,food quality,neutral,food quality neutral,no,0,0
87,344,"The food is delicious - from the specials to the regular menu-fare , the dishes are never a disappointment .",regular menu-fare,food quality,positive,food quality positive,yes,49,65
88,344,"The food is delicious - from the specials to the regular menu-fare , the dishes are never a disappointment .",regular menu-fare,food quality,negative,food quality negative,no,0,0
89,344,"The food is delicious - from the specials to the regular menu-fare , the dishes are never a disappointment .",regular menu-fare,food quality,neutral,food quality neutral,no,0,0
90,348,"If you go , try the marinara/arrabiatta sauce , the mozzarella en Carozza is mmmmmmmm . . . . . everything is just delicious .",marinara/arrabiatta sauce,food quality,positive,food quality positive,yes,20,44
91,348,"If you go , try the marinara/arrabiatta sauce , the mozzarella en Carozza is mmmmmmmm . . . . . everything is just delicious .",marinara/arrabiatta sauce,food quality,negative,food quality negative,no,0,0
92,348,"If you go , try the marinara/arrabiatta sauce , the mozzarella en Carozza is mmmmmmmm . . . . . everything is just delicious .",marinara/arrabiatta sauce,food quality,neutral,food quality neutral,no,0,0
93,348,"If you go , try the marinara/arrabiatta sauce , the mozzarella en Carozza is mmmmmmmm . . . . . everything is just delicious .",mozzarella en Carozza,food quality,positive,food quality positive,yes,52,72
94,348,"If you go , try the marinara/arrabiatta sauce , the mozzarella en Carozza is mmmmmmmm . . . . . everything is just delicious .",mozzarella en Carozza,food quality,negative,food quality negative,no,0,0
95,348,"If you go , try the marinara/arrabiatta sauce , the mozzarella en Carozza is mmmmmmmm . . . . . everything is just delicious .",mozzarella en Carozza,food quality,neutral,food quality neutral,no,0,0
96,360,But the staff was so horrible to us .,staff,service general,positive,service general positive,no,0,0
97,360,But the staff was so horrible to us .,staff,service general,negative,service general negative,yes,8,12
98,360,But the staff was so horrible to us .,staff,service general,neutral,service general neutral,no,0,0
99,362,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order .,waitress,service general,positive,service general positive,no,0,0
100,362,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order .,waitress,service general,negative,service general negative,yes,40,47
101,362,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order .,waitress,service general,neutral,service general neutral,no,0,0
102,368,This place is always packed .,place,restaurant miscellaneous,positive,restaurant miscellaneous positive,no,0,0
103,368,This place is always packed .,place,restaurant miscellaneous,negative,restaurant miscellaneous negative,no,0,0
104,368,This place is always packed .,place,restaurant miscellaneous,neutral,restaurant miscellaneous neutral,yes,5,9
105,383,I have been to Roth's twice and both times were very disappointing .,Roth's,restaurant general,positive,restaurant general positive,no,0,0
106,383,I have been to Roth's twice and both times were very disappointing .,Roth's,restaurant general,negative,restaurant general negative,yes,15,20
107,383,I have been to Roth's twice and both times were very disappointing .,Roth's,restaurant general,neutral,restaurant general neutral,no,0,0
108,387,With the theater 2 blocks away we had a delicious meal in a beautiful room .,meal,food quality,positive,food quality positive,yes,50,53
109,387,With the theater 2 blocks away we had a delicious meal in a beautiful room .,meal,food quality,negative,food quality negative,no,0,0
110,387,With the theater 2 blocks away we had a delicious meal in a beautiful room .,meal,food quality,neutral,food quality neutral,no,0,0
111,387,With the theater 2 blocks away we had a delicious meal in a beautiful room .,room,ambience general,positive,ambience general positive,yes,70,73
112,387,With the theater 2 blocks away we had a delicious meal in a beautiful room .,room,ambience general,negative,ambience general negative,no,0,0
113,387,With the theater 2 blocks away we had a delicious meal in a beautiful room .,room,ambience general,neutral,ambience general neutral,no,0,0
114,396,Chennai Garden is my favorite Indian restaurant in the city .,Chennai Garden,restaurant general,positive,restaurant general positive,yes,0,13
115,396,Chennai Garden is my favorite Indian restaurant in the city .,Chennai Garden,restaurant general,negative,restaurant general negative,no,0,0
116,396,Chennai Garden is my favorite Indian restaurant in the city .,Chennai Garden,restaurant general,neutral,restaurant general neutral,no,0,0
117,415,"Even though its good seafood , the prices are too high .",seafood,food quality,positive,food quality positive,yes,21,27
118,415,"Even though its good seafood , the prices are too high .",seafood,food quality,negative,food quality negative,no,0,0
119,415,"Even though its good seafood , the prices are too high .",seafood,food quality,neutral,food quality neutral,no,0,0
120,415,"Even though its good seafood , the prices are too high .",seafood,food prices,positive,food prices positive,no,0,0
121,415,"Even though its good seafood , the prices are too high .",seafood,food prices,negative,food prices negative,yes,21,27
122,415,"Even though its good seafood , the prices are too high .",seafood,food prices,neutral,food prices neutral,no,0,0
123,421,We ate at this Thai place following the reviews but very unhappy with the foods .,foods,food quality,positive,food quality positive,no,0,0
124,421,We ate at this Thai place following the reviews but very unhappy with the foods .,foods,food quality,negative,food quality negative,yes,74,78
125,421,We ate at this Thai place following the reviews but very unhappy with the foods .,foods,food quality,neutral,food quality neutral,no,0,0
126,460,"The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .",staff,service general,positive,service general positive,yes,4,8
127,460,"The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .",staff,service general,negative,service general negative,no,0,0
128,460,"The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .",staff,service general,neutral,service general neutral,no,0,0
129,460,"The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .",staff,service general,positive,service general positive,no,0,0
130,460,"The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .",staff,service general,negative,service general negative,yes,4,8
131,460,"The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .",staff,service general,neutral,service general neutral,no,0,0
132,460,"The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .",unisex bathroom,ambience general,positive,ambience general positive,no,0,0
133,460,"The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .",unisex bathroom,ambience general,negative,ambience general negative,yes,66,80
134,460,"The staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .",unisex bathroom,ambience general,neutral,ambience general neutral,no,0,0
135,514,"Service here was great , food was fantastic .",Service,service general,positive,service general positive,yes,0,6
136,514,"Service here was great , food was fantastic .",Service,service general,negative,service general negative,no,0,0
137,514,"Service here was great , food was fantastic .",Service,service general,neutral,service general neutral,no,0,0
138,514,"Service here was great , food was fantastic .",food,food quality,positive,food quality positive,yes,25,28
139,514,"Service here was great , food was fantastic .",food,food quality,negative,food quality negative,no,0,0
140,514,"Service here was great , food was fantastic .",food,food quality,neutral,food quality neutral,no,0,0
141,516,You cannot go wrong with this place .,place,restaurant general,positive,restaurant general positive,yes,30,34
142,516,You cannot go wrong with this place .,place,restaurant general,negative,restaurant general negative,no,0,0
143,516,You cannot go wrong with this place .,place,restaurant general,neutral,restaurant general neutral,no,0,0
144,531,"The first time the sushi was outstanding , the second time it was a little bland .",sushi,food quality,positive,food quality positive,yes,19,23
145,531,"The first time the sushi was outstanding , the second time it was a little bland .",sushi,food quality,negative,food quality negative,no,0,0
146,531,"The first time the sushi was outstanding , the second time it was a little bland .",sushi,food quality,neutral,food quality neutral,no,0,0
147,531,"The first time the sushi was outstanding , the second time it was a little bland .",sushi,food quality,positive,food quality positive,no,0,0
148,531,"The first time the sushi was outstanding , the second time it was a little bland .",sushi,food quality,negative,food quality negative,yes,19,23
149,531,"The first time the sushi was outstanding , the second time it was a little bland .",sushi,food quality,neutral,food quality neutral,no,0,0
150,554,"Their calzones are horrific , bad , vomit-inducing , YUCK .",calzones,food quality,positive,food quality positive,no,0,0
151,554,"Their calzones are horrific , bad , vomit-inducing , YUCK .",calzones,food quality,negative,food quality negative,yes,6,13
152,554,"Their calzones are horrific , bad , vomit-inducing , YUCK .",calzones,food quality,neutral,food quality neutral,no,0,0
153,561,"The atmosphere is unheralded , the service impecible , and the food magnificant .",atmosphere,ambience general,positive,ambience general positive,yes,4,13
154,561,"The atmosphere is unheralded , the service impecible , and the food magnificant .",atmosphere,ambience general,negative,ambience general negative,no,0,0
155,561,"The atmosphere is unheralded , the service impecible , and the food magnificant .",atmosphere,ambience general,neutral,ambience general neutral,no,0,0
156,561,"The atmosphere is unheralded , the service impecible , and the food magnificant .",service,service general,positive,service general positive,yes,35,41
157,561,"The atmosphere is unheralded , the service impecible , and the food magnificant .",service,service general,negative,service general negative,no,0,0
158,561,"The atmosphere is unheralded , the service impecible , and the food magnificant .",service,service general,neutral,service general neutral,no,0,0
159,561,"The atmosphere is unheralded , the service impecible , and the food magnificant .",food,food quality,positive,food quality positive,yes,63,66
160,561,"The atmosphere is unheralded , the service impecible , and the food magnificant .",food,food quality,negative,food quality negative,no,0,0
161,561,"The atmosphere is unheralded , the service impecible , and the food magnificant .",food,food quality,neutral,food quality neutral,no,0,0
162,565,"The food is good , especially their more basic dishes , and the drinks are delicious .",food,food quality,positive,food quality positive,yes,4,7
163,565,"The food is good , especially their more basic dishes , and the drinks are delicious .",food,food quality,negative,food quality negative,no,0,0
164,565,"The food is good , especially their more basic dishes , and the drinks are delicious .",food,food quality,neutral,food quality neutral,no,0,0
165,565,"The food is good , especially their more basic dishes , and the drinks are delicious .",basic dishes,food quality,positive,food quality positive,yes,41,52
166,565,"The food is good , especially their more basic dishes , and the drinks are delicious .",basic dishes,food quality,negative,food quality negative,no,0,0
167,565,"The food is good , especially their more basic dishes , and the drinks are delicious .",basic dishes,food quality,neutral,food quality neutral,no,0,0
168,565,"The food is good , especially their more basic dishes , and the drinks are delicious .",drinks,drinks quality,positive,drinks quality positive,yes,64,69
169,565,"The food is good , especially their more basic dishes , and the drinks are delicious .",drinks,drinks quality,negative,drinks quality negative,no,0,0
170,565,"The food is good , especially their more basic dishes , and the drinks are delicious .",drinks,drinks quality,neutral,drinks quality neutral,no,0,0
171,567,Great sushi experience .,sushi,food quality,positive,food quality positive,yes,6,10
172,567,Great sushi experience .,sushi,food quality,negative,food quality negative,no,0,0
173,567,Great sushi experience .,sushi,food quality,neutral,food quality neutral,no,0,0
174,570,"Good spreads , great beverage selections and bagels really tasty .",spreads,food quality,positive,food quality positive,yes,5,11
175,570,"Good spreads , great beverage selections and bagels really tasty .",spreads,food quality,negative,food quality negative,no,0,0
176,570,"Good spreads , great beverage selections and bagels really tasty .",spreads,food quality,neutral,food quality neutral,no,0,0
177,570,"Good spreads , great beverage selections and bagels really tasty .",beverage selections,drinks style_options,positive,drinks style_options positive,yes,21,39
178,570,"Good spreads , great beverage selections and bagels really tasty .",beverage selections,drinks style_options,negative,drinks style_options negative,no,0,0
179,570,"Good spreads , great beverage selections and bagels really tasty .",beverage selections,drinks style_options,neutral,drinks style_options neutral,no,0,0
180,570,"Good spreads , great beverage selections and bagels really tasty .",bagels,food quality,positive,food quality positive,yes,45,50
181,570,"Good spreads , great beverage selections and bagels really tasty .",bagels,food quality,negative,food quality negative,no,0,0
182,570,"Good spreads , great beverage selections and bagels really tasty .",bagels,food quality,neutral,food quality neutral,no,0,0
183,588,"The fish was adequate , but inexpertly sliced .",fish,food style_options,positive,food style_options positive,no,0,0
184,588,"The fish was adequate , but inexpertly sliced .",fish,food style_options,negative,food style_options negative,yes,4,7
185,588,"The fish was adequate , but inexpertly sliced .",fish,food style_options,neutral,food style_options neutral,no,0,0
186,609,"The wait staff is pleasant , fun , and for the most part gorgeous (in the wonderful aesthetic beautification way , not in that she's-way-cuter-than-me-that-b@#$* way) .",wait staff,service general,positive,service general positive,yes,4,13
187,609,"The wait staff is pleasant , fun , and for the most part gorgeous (in the wonderful aesthetic beautification way , not in that she's-way-cuter-than-me-that-b@#$* way) .",wait staff,service general,negative,service general negative,no,0,0
188,609,"The wait staff is pleasant , fun , and for the most part gorgeous (in the wonderful aesthetic beautification way , not in that she's-way-cuter-than-me-that-b@#$* way) .",wait staff,service general,neutral,service general neutral,no,0,0
189,627,The food is excellent !,food,food quality,positive,food quality positive,yes,4,7
190,627,The food is excellent !,food,food quality,negative,food quality negative,no,0,0
191,627,The food is excellent !,food,food quality,neutral,food quality neutral,no,0,0
192,630,"The rest of the dim sum , though pricey by Chinatown standards , is worth it .",dim sum,food prices,positive,food prices positive,no,0,0
193,630,"The rest of the dim sum , though pricey by Chinatown standards , is worth it .",dim sum,food prices,negative,food prices negative,yes,16,22
194,630,"The rest of the dim sum , though pricey by Chinatown standards , is worth it .",dim sum,food prices,neutral,food prices neutral,no,0,0
195,630,"The rest of the dim sum , though pricey by Chinatown standards , is worth it .",dim sum,food quality,positive,food quality positive,yes,16,22
196,630,"The rest of the dim sum , though pricey by Chinatown standards , is worth it .",dim sum,food quality,negative,food quality negative,no,0,0
197,630,"The rest of the dim sum , though pricey by Chinatown standards , is worth it .",dim sum,food quality,neutral,food quality neutral,no,0,0
198,646,Service is fast and friendly .,Service,service general,positive,service general positive,yes,0,6
199,646,Service is fast and friendly .,Service,service general,negative,service general negative,no,0,0
200,646,Service is fast and friendly .,Service,service general,neutral,service general neutral,no,0,0
201,647,"The food is decent at best , and the ambience , well , it's a matter of opinion , some may consider it to be a sweet thing , I thought it was just annoying .",food,food quality,positive,food quality positive,no,0,0
202,647,"The food is decent at best , and the ambience , well , it's a matter of opinion , some may consider it to be a sweet thing , I thought it was just annoying .",food,food quality,negative,food quality negative,yes,4,7
203,647,"The food is decent at best , and the ambience , well , it's a matter of opinion , some may consider it to be a sweet thing , I thought it was just annoying .",food,food quality,neutral,food quality neutral,no,0,0
204,647,"The food is decent at best , and the ambience , well , it's a matter of opinion , some may consider it to be a sweet thing , I thought it was just annoying .",ambience,ambience general,positive,ambience general positive,no,0,0
205,647,"The food is decent at best , and the ambience , well , it's a matter of opinion , some may consider it to be a sweet thing , I thought it was just annoying .",ambience,ambience general,negative,ambience general negative,yes,37,44
206,647,"The food is decent at best , and the ambience , well , it's a matter of opinion , some may consider it to be a sweet thing , I thought it was just annoying .",ambience,ambience general,neutral,ambience general neutral,no,0,0
207,655,I really loved the different and inovated touch that's the cheff gives to the food .,cheff,food style_options,positive,food style_options positive,yes,59,63
208,655,I really loved the different and inovated touch that's the cheff gives to the food .,cheff,food style_options,negative,food style_options negative,no,0,0
209,655,I really loved the different and inovated touch that's the cheff gives to the food .,cheff,food style_options,neutral,food style_options neutral,no,0,0
210,670,"The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",anti-pasta,food quality,positive,food quality positive,yes,4,13
211,670,"The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",anti-pasta,food quality,negative,food quality negative,no,0,0
212,670,"The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",anti-pasta,food quality,neutral,food quality neutral,no,0,0
213,670,"The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",calamari,food quality,positive,food quality positive,yes,46,53
214,670,"The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",calamari,food quality,negative,food quality negative,no,0,0
215,670,"The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",calamari,food quality,neutral,food quality neutral,no,0,0
216,670,"The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",pasta mains,food quality,positive,food quality positive,yes,77,87
217,670,"The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",pasta mains,food quality,negative,food quality negative,no,0,0
218,670,"The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",pasta mains,food quality,neutral,food quality neutral,no,0,0
219,670,"The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",pasta mains,food style_options,positive,food style_options positive,yes,77,87
220,670,"The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",pasta mains,food style_options,negative,food style_options negative,no,0,0
221,670,"The anti-pasta was excellent , especially the calamari , as were the filling pasta mains .",pasta mains,food style_options,neutral,food style_options neutral,no,0,0
222,679,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED !,Heartland Brewery,restaurant general,positive,restaurant general positive,yes,42,58
223,679,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED !,Heartland Brewery,restaurant general,negative,restaurant general negative,no,0,0
224,679,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED !,Heartland Brewery,restaurant general,neutral,restaurant general neutral,no,0,0
225,683,The shrimp scampi was excellent and the antipasti were plentiful .,shrimp scampi,food quality,positive,food quality positive,yes,4,16
226,683,The shrimp scampi was excellent and the antipasti were plentiful .,shrimp scampi,food quality,negative,food quality negative,no,0,0
227,683,The shrimp scampi was excellent and the antipasti were plentiful .,shrimp scampi,food quality,neutral,food quality neutral,no,0,0
228,683,The shrimp scampi was excellent and the antipasti were plentiful .,antipasti,food style_options,positive,food style_options positive,yes,40,48
229,683,The shrimp scampi was excellent and the antipasti were plentiful .,antipasti,food style_options,negative,food style_options negative,no,0,0
230,683,The shrimp scampi was excellent and the antipasti were plentiful .,antipasti,food style_options,neutral,food style_options neutral,no,0,0
231,708,"Great spot , whether looking for a couple of drinks or quiet dinner .",spot,restaurant general,positive,restaurant general positive,yes,6,9
232,708,"Great spot , whether looking for a couple of drinks or quiet dinner .",spot,restaurant general,negative,restaurant general negative,no,0,0
233,708,"Great spot , whether looking for a couple of drinks or quiet dinner .",spot,restaurant general,neutral,restaurant general neutral,no,0,0
234,708,"Great spot , whether looking for a couple of drinks or quiet dinner .",spot,restaurant miscellaneous,positive,restaurant miscellaneous positive,yes,6,9
235,708,"Great spot , whether looking for a couple of drinks or quiet dinner .",spot,restaurant miscellaneous,negative,restaurant miscellaneous negative,no,0,0
