id,raw_text,aspectTerms
422,Selbst unter Corona hatte das Restaurant sein Level gehalten.,"[{'term': 'Restaurant', 'polarity': 'positive'}]"
427,"Tolle, urgemütliche Atmosphäre.","[{'term': 'Atmosphäre', 'polarity': 'positive'}]"
445,Ich habe schon deutlich besser gegessen und nur die Hälfte bezahlt.,"[{'term': 'noaspectterm', 'polarity': 'negative'}, {'term': 'noaspectterm', 'polarity': 'negative'}]"
448,"Wer in LOC unterwegs ist, der kann die DAMPFE ohne Bedenken in seine Reiseplanung einbeziehen.","[{'term': 'DAMPFE', 'polarity': 'positive'}]"
451,Sehr nette Bedienung und super Service.,"[{'term': 'Bedienung', 'polarity': 'positive'}, {'term': 'Service', 'polarity': 'positive'}]"
455,Preis deutlich zu hoch.,"[{'term': 'Preis', 'polarity': 'negative'}]"
460,War an 3 Abenden nacheinander während eines Kongresses hier Abends zum Essen und hatte das Glück hier einzukehren.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
467,Leider nicht gerade die beste Lage.,"[{'term': 'Lage', 'polarity': 'negative'}]"
470,Das Essen und der Service ist immer ausgezeichnet.,"[{'term': 'Essen', 'polarity': 'positive'}, {'term': 'Service', 'polarity': 'positive'}]"
476,Wir kommen wieder!,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
490,Allerdings mussten wir noch weitere 30 Minuten bis zur Lieferung warten.,"[{'term': 'Lieferung', 'polarity': 'negative'}]"
494,Fleissiger Service.,"[{'term': 'Service', 'polarity': 'positive'}]"
495,"!Auch wenn die Bedienung sich dafür entschuldigt hat, war es kein schönes Erlebnis.","[{'term': 'Bedienung', 'polarity': 'positive'}, {'term': 'noaspectterm', 'polarity': 'negative'}]"
496,"Ich wollte es unbedingt flambiert, weil das beim letzten Mal sooo gut roch.","[{'term': 'noaspectterm', 'polarity': 'positive'}]"
500,Wir hatten einen wundervollen Abend zu Viert und Kellner Maurizio hat uns sehr nett und aufmerksam durch den Abend geführt!,"[{'term': 'Maurizio', 'polarity': 'positive'}, {'term': 'noaspectterm', 'polarity': 'positive'}]"
502,Da passt das unverschämte Servicepersonal ideal dazu.,"[{'term': 'Servicepersonal', 'polarity': 'negative'}]"
510,"Ich kann das LOC nur empfehlen, wenn Sie die beste Bratwurst in der LOC genießen möchten!","[{'term': 'Bratwurst', 'polarity': 'positive'}]"
512,Niemand war zuständig.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
519,Essen kam erst sehr spät und zu sehr unterschiedlichen Zeiten.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
527,"Die Lage des Lokals am LOC ist perfekt, die Keller-Räumlichkeiten sind gemütlich - da kommen die Kunden sowieso, da braucht man sich wohl keine Mühe zu geben.","[{'term': 'Lage des Lokals', 'polarity': 'positive'}, {'term': 'Keller-Räumlichkeiten', 'polarity': 'positive'}]"
541,"Leider war das Personal völlig überfordert, denn wir mußten fast 25 Minuten warten, bis jemand eine Bestellung aufnehmen konnte.","[{'term': 'Personal', 'polarity': 'negative'}]"
551,"Von dünn und knusprig, goldbraun gebraten keine Spur.","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
568,Schade.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
576,"LOC, tolles Essen, und nette Bedienung.","[{'term': 'Essen', 'polarity': 'positive'}, {'term': 'Bedienung', 'polarity': 'positive'}]"
578,"Leider hat die Qualität massiv nachgelassen und der Preis 7,10€ hat sich fast verdoppelt, die haben wohl den Knall nicht gehört und denn rennen einen die Ratten am Stand fast über die Füße ,das geht gar nicht.","[{'term': 'Preis', 'polarity': 'negative'}, {'term': 'noaspectterm', 'polarity': 'negative'}]"
588,Ein toller Abend mit fantastischem Essen von großartiger Qualität -die Seezunge war ein Traum- und einem super Service!,"[{'term': 'Essen', 'polarity': 'positive'}, {'term': 'Seezunge', 'polarity': 'positive'}, {'term': 'Service', 'polarity': 'positive'}]"
590,"Super leckeres Essen, schönes Ambiente in zentraler Lage, tolle getöpferte Kerzenständer und ein sehr freundlicher Service.","[{'term': 'Essen', 'polarity': 'positive'}, {'term': 'Ambiente', 'polarity': 'positive'}, {'term': 'Kerzenständer', 'polarity': 'positive'}, {'term': 'Service', 'polarity': 'positive'}]"
602,Ich bin sehr enttäuscht und komme nicht wieder.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
612,Hatte ein sehniges Teil was nicht zu kauen war die anderen Gerichte waren akzeptabel aber nichts besonderes,"[{'term': 'Gerichte', 'polarity': 'neutral'}, {'term': 'noaspectterm', 'polarity': 'negative'}]"
619,"Essen topp und Service auch, nur einen unmöglichen Kellner dabei, der mit den Tunneln im Ohr, der seine Kollegin ständig laut anpöbelt vor den Gäste, dass sie zu langsam sind und dich bewegen sollen usw.","[{'term': 'Essen', 'polarity': 'positive'}, {'term': 'Service', 'polarity': 'positive'}, {'term': 'Kellner', 'polarity': 'negative'}]"
621,"Ambiente toll , Essen überpreist und das man der Stiefmutter gratuliert ohne was zu hinterfragen ist schon sehr schmerzhaft .. brauch ich nicht nochmal .","[{'term': 'Ambiente', 'polarity': 'positive'}, {'term': 'Essen', 'polarity': 'negative'}]"
626,Ein sehr enttäuschender Abend.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
635,"Das Lokal war meiner Meinung nach völlig überfüllt, extrem laut, keine Unterhaltung mehr möglich.","[{'term': 'Lokal', 'polarity': 'negative'}]"
640,Schöner Außenbereich,"[{'term': 'Außenbereich', 'polarity': 'positive'}]"
645,"Das Essen hat uns auch nicht überzeugt, da es etwas lieblos zubereitet daherkam.","[{'term': 'Essen', 'polarity': 'negative'}]"
648,"Einen Punkt Abzug gibt es für mich (wobei das Restaurant nicht wirklich was dafür kann), weil darin sehr sehr laut ist und man seinen Gegenüber schon fast anschreien muss.","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
654,Ein rundum leckerer Abend.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
664,Das Steak im Hauptgang war bei beiden sehr gut.,"[{'term': 'Steak im Hauptgang', 'polarity': 'positive'}]"
667,Kommen immer gerne wieder nur zu empfehlen:),"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
673,Der Service ist sehr zuvorkommend und überaus freundlich.,"[{'term': 'Service', 'polarity': 'positive'}]"
683,Service war freundlich und schnell.,"[{'term': 'Service', 'polarity': 'positive'}]"
684,"Muss nicht sein, kann aber.","[{'term': 'noaspectterm', 'polarity': 'neutral'}]"
689,Der Apfelwein hat besch...gemeckt.,"[{'term': 'Apfelwein', 'polarity': 'negative'}]"
699,"Sehr schöne Atmosphäre, guter Hauswein, freundliches Personal, haben nur was getrunken, daher kann ich Essen nicht beurteilen.","[{'term': 'Atmosphäre', 'polarity': 'positive'}, {'term': 'Hauswein', 'polarity': 'positive'}, {'term': 'Personal', 'polarity': 'positive'}]"
706,Wir kommen gerne wieder!,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
707,Ich war bereits öfter mit Familie und/oder Freunden hier und war immer sehr zufrieden.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
715,= Brauhaus - Service = unterste Schublade,"[{'term': 'Brauhaus - Service', 'polarity': 'negative'}]"
724,Die Kellner sind arrogant und respektlos!,"[{'term': 'Kellner', 'polarity': 'negative'}]"
725,Espresso geliefert ohne Milch und Zucker.,"[{'term': 'Espresso', 'polarity': 'negative'}]"
727,"Essen war mittelmäßig, Preise Düsseldorfer Niveau","[{'term': 'Essen', 'polarity': 'neutral'}, {'term': 'Preise', 'polarity': 'neutral'}]"
728,Absolut empfehlenswert.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
731,Speisen sehr schmackhaft.,"[{'term': 'Speisen', 'polarity': 'positive'}]"
733,Die Begrüßung war kühl und wirkte gezwungen und lieblos.,"[{'term': 'Begrüßung', 'polarity': 'negative'}]"
738,Nie wieder.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
754,"Aber das Saure Lüngerl (eine der Spezialitäten des Hauses) war so sauer, dass es leider nicht essbar war, außerdem war es lauwarm.","[{'term': 'Saure Lüngerl', 'polarity': 'negative'}]"
757,"Plätze auf dem Balkon waren nicht frei und so saßen wir, abgetrennt durch ein ziemlich hässliches Seil direkt an der LOC.","[{'term': 'Seil', 'polarity': 'negative'}]"
760,Glühwein wird aus dreckigen Thermoskannen für 27 Euro an der SB Theke serviert.,"[{'term': 'Glühwein', 'polarity': 'negative'}]"
771,"Ich und mein Besuch, waren sehr enttäuscht.","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
778,Die Preise waren echt fair!,"[{'term': 'Preise', 'polarity': 'positive'}]"
781,Essen war nicht gut.,"[{'term': 'Essen', 'polarity': 'negative'}]"
784,Kompliment an das Team in der Küche.,"[{'term': 'Team in der Küche', 'polarity': 'positive'}]"
785,"Gutes Bier zum günstigen Preis Halbe 3,95 aber kleine BierkarteAugustiner Schmakerl mit moderaten Preis.","[{'term': 'Bier', 'polarity': 'positive'}, {'term': 'Bier', 'polarity': 'positive'}, {'term': 'BierkarteAugustiner Schmakerl', 'polarity': 'positive'}]"
787,Ich war mit meiner Tochter dort und haben einen sehr schönen Abend verbracht.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
793,Sehr aufmerksame Mitarbeiter und das Essen wirklich in sehr guter Qualität.,"[{'term': 'Mitarbeiter', 'polarity': 'positive'}, {'term': 'Essen', 'polarity': 'positive'}]"
796,"Nächste mal gehe ich lieber wieder zu Curry 36, da geht es 10 mal schneller und das Preis Leistungsverhältnis stimmt.","[{'term': 'Preis Leistungsverhältnis', 'polarity': 'negative'}, {'term': 'noaspectterm', 'polarity': 'negative'}]"
805,Urige Wirtschaft mit einem coolen Ambiente.,"[{'term': 'Wirtschaft', 'polarity': 'positive'}, {'term': 'Ambiente', 'polarity': 'positive'}]"
820,Hausgemachte Pommes sehr gut.,"[{'term': 'Pommes', 'polarity': 'positive'}]"
823,"Eingekehrt, Sauerbraten bestellt, extrem humorvoller Köbes, Spaß gehabt, geschmackvolle und große Portionen bekommen.","[{'term': 'Köbes', 'polarity': 'positive'}, {'term': 'Portionen', 'polarity': 'positive'}]"
832,"Bier kam schnell, war frisch, kalt und gut.","[{'term': 'Bier', 'polarity': 'positive'}, {'term': 'noaspectterm', 'polarity': 'positive'}]"
844,Der Grießpudding schmeckte sehr mehlig und die Heidelbeeren waren mit 3 St. und einer Himbeere sehr überschaubar.,"[{'term': 'Grießpudding', 'polarity': 'negative'}, {'term': 'Heidelbeeren', 'polarity': 'negative'}, {'term': 'Himbeere', 'polarity': 'negative'}]"
847,"Völlig überteuert, alles in allem ein Ärgernis.","[{'term': 'noaspectterm', 'polarity': 'negative'}, {'term': 'noaspectterm', 'polarity': 'negative'}]"
859,"Essen war wie immer top, jedoch bei den LOC habe ich den Ziegenkäsegeschmack des Ziegenkäses vermisst.","[{'term': 'Essen', 'polarity': 'positive'}, {'term': 'LOC', 'polarity': 'negative'}]"
860,fleischqualität könnte besser sein.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
863,Ausser der ersten Getränke war eine weitere Getränkebestellung quasi unmöglich da kein Servicepersonal verfügbar.,"[{'term': 'Servicepersonal', 'polarity': 'negative'}]"
873,"Das Personal ist kompetent, aber auch hier geht es dem Restaurantbetreiber wohl inzwischen mehr um die Gewinn Maximierung, als um die Zufriedenheit der verwöhnten Gästen.","[{'term': 'Personal', 'polarity': 'positive'}, {'term': 'Restaurantbetreiber', 'polarity': 'negative'}, {'term': 'Gewinn Maximierung', 'polarity': 'negative'}]"
896,Die Bedienung hatte null Ahnung was welches Gericht war.,"[{'term': 'Bedienung', 'polarity': 'negative'}]"
905,Die enge Bestuhlung im Lokal (französische Verhältnisse) lässt keinen anderen Schluss darauf zu.,"[{'term': 'Bestuhlung', 'polarity': 'negative'}]"
907,Besuch in der RESTAURANT_NAME und immer wieder eine Reise wert!,"[{'term': 'RESTAURANT_NAME', 'polarity': 'positive'}]"
910,Das Gasthaus RESTAURANT_NAME ist egal zu welchem Anlass ein passendes Restaurant.,"[{'term': 'RESTAURANT_NAME', 'polarity': 'positive'}]"
921,"Das Personal war entspannt und freundlich und das Interieur genau so, wie wir es erhofft hatten.","[{'term': 'Personal', 'polarity': 'positive'}, {'term': 'Interieur', 'polarity': 'positive'}]"
922,Das Essen war völlig in Ordnung.,"[{'term': 'Essen', 'polarity': 'neutral'}]"
923,"Das RESTAURANT_NAME ist ein durchschnittlicher LOC, den man ab und zu einmal für ein Essen aufsuchen kann ohne etwas Besonders zu erwarten.","[{'term': 'RESTAURANT_NAME', 'polarity': 'neutral'}, {'term': 'Essen', 'polarity': 'neutral'}]"
925,Super leckeres Essen mit einer spannenden Auswahl an Gerichten.,"[{'term': 'Essen', 'polarity': 'positive'}, {'term': 'Gerichten', 'polarity': 'positive'}]"
926,Beim zweiten Versuch fehlten dann die Trüffel.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
933,Die Toiletten waren sehr sauber.,"[{'term': 'Toiletten', 'polarity': 'positive'}]"
941,Das Essen war ausgezeichnet und der Preis angemessen.,"[{'term': 'Essen', 'polarity': 'positive'}, {'term': 'Preis', 'polarity': 'neutral'}]"
944,"Wir waren so enttäuscht , dass uns die Lust zum shoppen vergangen ist und wir sind nach LOC gefahren.","[{'term': 'noaspectterm', 'polarity': 'negative'}]"
956,Nicht gemütlich.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
963,Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
969,Alles in allem ein sehr gelungener Besuch!,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
970,Besser nicht!,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
987,Wir haben da dann offensichtlich einen schlechten Tag erwischt.,"[{'term': 'noaspectterm', 'polarity': 'negative'}]"
988,"Und heute -September 2023 haben wir auch gleiches bestellt,ist volle Enttäuschung -die Bratwürste sind um 2-3 cm kürzer geworden und Kartoffelsalat-wie Wassersuppe auch geschmacklos.","[{'term': 'Bratwürste', 'polarity': 'negative'}, {'term': 'Kartoffelsalat', 'polarity': 'negative'}, {'term': 'Wassersuppe', 'polarity': 'negative'}]"
990,"), die Bedienung zuvorkommend und liebenswert, die Weine dazu passend.","[{'term': 'Bedienung', 'polarity': 'positive'}, {'term': 'Weine', 'polarity': 'positive'}]"
994,Auf jeden Fall eine Lokalität die man besuchen sollte wenn man in LOC ist.,"[{'term': 'Lokalität', 'polarity': 'positive'}]"
999,"Delikat angerichtet, tolle Performance beim Servieren.","[{'term': 'noaspectterm', 'polarity': 'positive'}, {'term': 'noaspectterm', 'polarity': 'positive'}]"
1008,"Zudem war alles sehr überteuert, da hätten wir wenigstens etwas mehr Entgegenkommen erwartet.","[{'term': 'noaspectterm', 'polarity': 'negative'}, {'term': 'noaspectterm', 'polarity': 'negative'}]"
1011,Die kalten Sommerröllchen mit Huosin Sauce sind sehr zu empfehlen.,"[{'term': 'Sommerröllchen mit Huosin Sauce', 'polarity': 'positive'}]"
1013,ein wirklich tolles Restaurant.,"[{'term': 'Restaurant', 'polarity': 'positive'}]"
1019,Wir sind begeistert und mögen diesen schrägen Tim in dieser seiner RESTAURANT_NAME.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
1024,"Die Desserts waren mir nicht möglich zu essen, sahen dafür umso besser aus - bei diesen hätte ich sehr gerne zugeschlagen!","[{'term': 'Desserts', 'polarity': 'positive'}]"
1028,Macht weiter so.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
1030,"Alles in allem: absolute Empfehlung, gerne wieder.","[{'term': 'noaspectterm', 'polarity': 'positive'}]"
1032,Highlight vorne weg war das Baguette mit Aioli.,"[{'term': 'Baguette mit Aioli', 'polarity': 'positive'}]"
1033,Zubereitung auf den Punkt und ansprechend serviert.,"[{'term': 'noaspectterm', 'polarity': 'positive'}]"
1040,"Zum Eigentlichen, ja die Gerichte sind nett angerichtet, geschmacklich etwas über dem Durchschnitt der sonstigen Griechen.","[{'term': 'Gerichte', 'polarity': 'positive'}]"
1056,"Ach ne, Pampe war das seltsame Sauerkraut.","[{'term': 'Sauerkraut', 'polarity': 'negative'}]"
1057,"LOC Bedienung, lange Wartezeit am Tisch.","[{'term': 'Wartezeit', 'polarity': 'negative'}]"
1059,Es gab einen Gruß aus der Küche vorweg und dann ein zartes Steak zum Fairen Preis.,"[{'term': 'Steak', 'polarity': 'positive'}, {'term': 'Steak', 'polarity': 'positive'}]"
1062,Riesige Räume mit schlechter Belüftung.,"[{'term': 'Belüftung', 'polarity': 'negative'}]"
1067,Hätten wir mehr Zeit gehabt wären die Spätzle und der Ziegenkäse mit Salat sofort wieder in die Küche zurückgegangen.,"[{'term': 'Spätzle', 'polarity': 'negative'}, {'term': 'Ziegenkäse mit Salat', 'polarity': 'negative'}]"
1080,Service also lässt sehr zu wünschen übrig.,"[{'term': 'Service', 'polarity': 'negative'}]"
1086,Für uns ist das Frenzen eins der besten Restaurants in der Region und wir kommen immer sehr gerne hierher.,"[{'term': 'Frenzen', 'polarity': 'positive'}]"
1102,"Ich rief den Kellner und sagte ihm, dass ich über zwei Stunden aufs Essen gewartet habe (Tagesgericht, bei ganz geringer Auslastung) und dass die Nudeln nicht gefüllt sein.","[{'term': 'Nudeln', 'polarity': 'negative'}, {'term': 'Kellner', 'polarity': 'negative'}]"
1104,"Wenn die laue Abendsonne über die Häuser streift und man dem Treiben hier noch einen letzten Blick zu wirft, dann ist die Welt in Ordnung.","[{'term': 'Abendsonne', 'polarity': 'positive'}, {'term': 'Treiben', 'polarity': 'positive'}]"
1111,"Weiterhin waren die Schnitzel viel zu dick, ungewürzt und mit Fettrand.","[{'term': 'Schnitzel', 'polarity': 'negative'}]"
1132,"Auch die Kellnerin, die eigentlich für unseren Tisch zuständig war, war sehr nett.","[{'term': 'Kellnerin', 'polarity': 'positive'}]"
1135,"Das Schokotörtchen war auch einwandfrei, das LOC gut aber nicht intensiv genug um als solches eindeutig identifiziert zu werden.","[{'term': 'Schokotörtchen', 'polarity': 'positive'}]"
1141,Der Kaffee Crema schmeckte unterirdisch und der Cappucino ebenfalls.,"[{'term': 'Kaffee Crema', 'polarity': 'negative'}, {'term': 'Cappucino', 'polarity': 'negative'}]"
1143,"Es lag nicht an den einzelnen Kellnern, sondern an der (offensichtlich gewollten) Unterbesetzung im Service.","[{'term': 'Unterbesetzung', 'polarity': 'negative'}]"
