Für das Essen 5 von 5 Sternen- war lecker und reichlich, Preislich etwas angehoben.	FOOD#1	PRICE#-1
Mein Rollo war so ungewürzt … unsere Freunde ließen eine Pfannen-Spezialität des Hauses nach der Hälfte stehen (sonst sei dieses Gericht wirklich gut).	FOOD#-1	FOOD#-1
Das Personal ist kompetent, aber auch hier geht es dem Restaurantbetreiber wohl inzwischen mehr um die Gewinn Maximierung, als um die Zufriedenheit der verwöhnten Gästen.	SERVICE#1	SERVICE#-1	PRICE#-1
Die enge Bestuhlung im Lokal (französische Verhältnisse) lässt keinen anderen Schluss darauf zu.	AMBIENCE#-1
Das Gasthaus RESTAURANT_NAME ist egal zu welchem Anlass ein passendes Restaurant.	GENERAL-IMPRESSION#1
Das Personal war entspannt und freundlich und das Interieur genau so, wie wir es erhofft hatten.	SERVICE#1	AMBIENCE#1
Super leckeres Essen mit einer spannenden Auswahl an Gerichten.	FOOD#1	FOOD#1
Die Toiletten waren sehr sauber.	AMBIENCE#1
Kommen immer gerne wieder hier her und das schon eine sehr sehr lange Zeit und haben bis heute keinen Tag bereut den wir hier waren.	GENERAL-IMPRESSION#1
Besser nicht!	GENERAL-IMPRESSION#-1
Wir haben da dann offensichtlich einen schlechten Tag erwischt.	GENERAL-IMPRESSION#-1
Und heute -September 2023 haben wir auch gleiches bestellt,ist volle Enttäuschung -die Bratwürste sind um 2-3 cm kürzer geworden und Kartoffelsalat-wie Wassersuppe auch geschmacklos.	FOOD#-1	FOOD#-1	FOOD#-1
), die Bedienung zuvorkommend und liebenswert, die Weine dazu passend.	SERVICE#1	FOOD#1
Zudem war alles sehr überteuert, da hätten wir wenigstens etwas mehr Entgegenkommen erwartet.	PRICE#-1	SERVICE#-1
ein wirklich tolles Restaurant.	GENERAL-IMPRESSION#1
Wir sind begeistert und mögen diesen schrägen Tim in dieser seiner RESTAURANT_NAME.	GENERAL-IMPRESSION#1
Die Desserts waren mir nicht möglich zu essen, sahen dafür umso besser aus - bei diesen hätte ich sehr gerne zugeschlagen!	FOOD#1
Macht weiter so.	GENERAL-IMPRESSION#1
Alles in allem: absolute Empfehlung, gerne wieder.	GENERAL-IMPRESSION#1
Zubereitung auf den Punkt und ansprechend serviert.	FOOD#1
Zum Eigentlichen, ja die Gerichte sind nett angerichtet, geschmacklich etwas über dem Durchschnitt der sonstigen Griechen.	FOOD#1
Ach ne, Pampe war das seltsame Sauerkraut.	FOOD#-1
LOC Bedienung, lange Wartezeit am Tisch.	SERVICE#-1
Es gab einen Gruß aus der Küche vorweg und dann ein zartes Steak zum Fairen Preis.	FOOD#1	PRICE#1
Riesige Räume mit schlechter Belüftung.	AMBIENCE#-1
Hätten wir mehr Zeit gehabt wären die Spätzle und der Ziegenkäse mit Salat sofort wieder in die Küche zurückgegangen.	FOOD#-1	FOOD#-1
Service also lässt sehr zu wünschen übrig.	SERVICE#-1
Es lag nicht an den einzelnen Kellnern, sondern an der (offensichtlich gewollten) Unterbesetzung im Service.	SERVICE#-1
Weitere junge Servicekräfte liefen gelangweilt umher.	SERVICE#-1
Super leckeres Essen & super Getränke.	FOOD#1	FOOD#1
Geht gar nicht.	GENERAL-IMPRESSION#-1
Jeder Bissen ein Genuss.	FOOD#1
Trotzdem ist es immer einen Besuch wert	GENERAL-IMPRESSION#1
Was überhaupt nicht geht is die Ausstattung - Besteck und Servietten sind Imbiss-Niveau und gehören nicht in einen Restaurant!!	FOOD#-1	FOOD#-1	FOOD#-1
Wir durften einen schönen Abend mit dem perfekten Service von Jason erleben!	SERVICE#1
Das Essen war spitze, viel selbst gemacht.	FOOD#1
Problematisches P/L-Verhältnis bei den 6 "fine de claires"-Austern (19,50€), weder geschmacklich noch von der Substanz befriedigend, da winzig; dem "Loup de mer" (26,90€) fehlte der Saft, er wirkte trocken und war im Übrigen ein Grätenmonster, der Spinat wirkte geschmacksneutral, die Bratkartoffeln waren deutlich zu kurz gebraten, kaum Bräunung.	PRICE#-1	FOOD#-1	FOOD#-1	FOOD#-1	FOOD#-1
Nie wieder.	GENERAL-IMPRESSION#-1
Leider ein enttäuschenden Abend .	GENERAL-IMPRESSION#-1
Dies war das schlechteste Wienerschnitzel welches ich in den letzten Jahren gegessen habe.	FOOD#-1
Die Gaststätte ist sehr gemütlich und hat den Charme, den man sich bei Oma vorstellt.	AMBIENCE#1	AMBIENCE#1
Nach langer Zeit betraten wir kurz nach LOC am frühen Nachmittag das FISCHAUS, wo wir direkt von Roberto freundlich begrüßt wurden.	SERVICE#1
Urige Kneipe auf zwei Etagen für Liebhaber deftiger Gerichte.	FOOD#1	AMBIENCE#1
Aber Fernet Branca aus einem Grappaglas, das ist Stilbruch.	FOOD#-1
Alles frisch zubereitet.	FOOD#1
Noch nie so reingelegt worden.	GENERAL-IMPRESSION#-1
Eine der tollsten Lokationen.	GENERAL-IMPRESSION#1
Das Essen ist zwar etwas teurer als sonst beim LOC, aber auch um mindestens 2 Klassen besser.	FOOD#1
Gemütliches und heimeliges Restaurant mit Fleischvariationen und köstlichen Beilagen.	AMBIENCE#1	FOOD#1
Auch extrawünsche konnten wir problemlos äußern.	SERVICE#1
Ich habe das Restaurant dann hungrig verlassen.	FOOD#-1
Von Mal zu Mal wurde es immer schlechter…doch dieses Wochenende wurde einfach wieder übertroffen.	GENERAL-IMPRESSION#-1
Für 4 kleine Vorspeisen 80 Euro zu verlangen ist nicht akzeptabel.	PRICE#-1
Wir und unsere Freunde gehen dort nie wieder hin.	GENERAL-IMPRESSION#-1
Wir haben eine Stunde darauf gewartet, dass wir berücksichtigt wurden.	SERVICE#-1
Sorry, aber wenn alle Tische auf sind, wie kann dann ein einziger Tisch nicht bedient werden?	SERVICE#-1
Wunderschöner Spätsommerabend bei Siciliani vorgestern.	AMBIENCE#1
Das Bier ist, wie man es in der Münchner Innenstadt erwarten kann teuer, gilt auch für alle anderen Getränke (Obwohl ich glaube die stehen nur pro Forma auf der Karte.	PRICE#-1	PRICE#-1
Also bekamen wir nur mit viel Überredungskunst dann doch noch einen Tisch, jedoch war ein Gedeck derart im Durchgang, dass ein ungestörtes Essen unmöglich war.	AMBIENCE#-1
Portionen auch ordentlich.	FOOD#1
Geschmacklich war es okay.	FOOD#0
Ich kann das Restaurant weiter empfehlen!	GENERAL-IMPRESSION#1
Man sitzt bequem, das Essen ist sehr gut, man muss allerdings Fleisch mögen.	AMBIENCE#1	FOOD#1
Die Vorspeise (rote Bete) war sehr lecker.	FOOD#1
Da gibt es überhaupt nichts zu meckern.	GENERAL-IMPRESSION#-1
Schade!	GENERAL-IMPRESSION#-1
Sehr freundliche Bedienung.	SERVICE#1
Bifteki nicht gefüllt, aber dafür mit guter Schafskäse Sauce, Lammmediallions zäh und doch eher trocken.	FOOD#-1	FOOD#-1	FOOD#1
Ein Steakhouse ohne Ofenkartoffel ist an Absurdität nicht zu überbieten!	GENERAL-IMPRESSION#-1
Ambiente und Essen sind sehr stimmig.	FOOD#1	AMBIENCE#1
Wie schon oben beschrieben kann man hier nett sitzen, zum essen würde ich lieber beim nächsten Besuch in LOC ein anderes Restaurant besuchen.	AMBIENCE#1	FOOD#-1
Super Restaurant, wir hatten das gar nicht erwartet und wollten nur kurz vor dem Starlight Express noch was essen.	GENERAL-IMPRESSION#1
Die Preise sind unangemessen hoch, da lässt sich wohl der Chef seinen Namen bezahlen.	PRICE#-1
Sehr gutes Essen und ein toller persönlicher Service!	FOOD#1	SERVICE#1
Hier findet jede Generation Platz und auch die Fellnasen sind hier herzlich willkommen!	GENERAL-IMPRESSION#1
Ein Lob an Koch.	FOOD#1
Bedienung sehr freundlich, top!	SERVICE#1
Wir haben uns quer durchs Angebot geschlemmt und wurden nicht enttäuscht!	FOOD#1
Bedienung leider nicht aufmerksam.	SERVICE#-1
Dennoch erinnerte sie mehr an eine fertig Pizza als an eine Pizza, wo der Teich frisch zubereitet worden ist.	FOOD#-1
Wir hatten einen wunderbaren Abend in der oberen Etage des Restaurants.	AMBIENCE#1
Sehr zu empfehlen.	GENERAL-IMPRESSION#1
Es war wie immer einfach perfekt.	GENERAL-IMPRESSION#1
Bei einer sehr freundlichen Kellnerin zwei Kölsch bestellt.	SERVICE#1
Sie war sehr dünn, der Geschmack, soweit vorhanden, kam nur von etwas Lauch.	FOOD#-1
Das Schnitzel meiner Frau war aus der Fritteuse, die Bratkartoffeln geschmacklos und kaum angebraten.	FOOD#-1
Das Essen ist okay mehr aber auch nicht.	FOOD#0
SERVICEWir wurden nach dem Eintritt ins Restaurant freundlich begrüßt und konnten auch den Platz frei wählen.	SERVICE#1
Rundum einfach gemütlich und fein.	AMBIENCE#1	FOOD#1
Mit 3 Kartöffelchen und einem Schlag Aioli, 3 mini Teigtaschen mit Tomatensosse und minimalem Thunfischgeschmack statt Thunfisch, kann man dann nicht zufrieden sein.	FOOD#-1	FOOD#-1	FOOD#-1	FOOD#-1
Zu abgehoben, man fühlt sich vorgeführt.	GENERAL-IMPRESSION#-1
Freundliche und sehr flotte Bedienung.	SERVICE#1
Die Sushi schmeckt nur noch durchschnittlich.	FOOD#0
Ingesamt ist der gute Herr nicht in der Lage gewesen das Alt zu servieren so das wir nach dem Essen woanders eingekehrt sind.	SERVICE#-1
Absolut weiterzuempfehlen.	GENERAL-IMPRESSION#1
Netter Empfang und freundlicher Service.	SERVICE#1	SERVICE#1
Unglaublich was für ein schlechter Service, zumal der für uns zuständige Kellner alle anderen Tische abräumte u abwischte.	SERVICE#-1	SERVICE#-1
Die Location kann leider nicht die miese Bedienung und das mehrheitlich unfreundliche Personal raus reissen.	SERVICE#-1	SERVICE#-1
Die Milzwurst war hart und die Panier klebte als dünne Schicht am Produkt.	FOOD#-1	FOOD#-1
Sehr netter Service und leckeres Essen.	SERVICE#1	FOOD#1
Die bestellten Pizzen waren ok, groß aber geschmacklich kein Highlight.	FOOD#0
Aber die Kellner schaffen es sehr gut sich dort durchzuwinden und trotz des brechend vollen Hauses kam unser Essen nach normaler Wartezeit.	SERVICE#1
Sehr guter und freundlicher Service.	SERVICE#1
Super freundliche, zuvorkommende Bedienung!!	SERVICE#1
Mehrere sehr junge Kellnerinnen waren im Außenbereich, nur war es schwer, eine Bestellung abzugeben, da sich niemand zuständig fühlte.	SERVICE#-1
Die schlechteste Haxe, die ich in meinem Leben gegessen habe.	FOOD#-1
Alle Kellner völlig überfordert und das sieht man ihnen mehr als man will an!!	SERVICE#-1
Das Trinkgeld steht aber mit auf dem Kassenbon...Auf alle Faelle sind die Preise ein echter Hammer - 4,20 EUR fuer einen Tee ist schon dekadent	PRICE#-1	PRICE#-1
Das Restaurant ist für Pastaliebhaber sehr zu empfehlen.	FOOD#1
Der georderte vegane Bagel war köstlich was wir von den lieblos angerichteten Käsespätzle leider nicht behaupten konnten.	FOOD#-1	FOOD#1
Die Speisen waren geschmackvoll zubereitet und wurden trotz hohem Gästeaufkommens zeitnah serviert.	FOOD#1	SERVICE#1
Regelrecht zerkocht.	FOOD#-1
Bedienung war nett und schnell.	SERVICE#1
Vor allem in der jetzigen Jahreszeit, den zahlenden Kunden bei Regen, Wind und Kälte (wie letztes selbst erlebt) 20 min, ungeschützt vor der Tür warten zu lassen grenzt schon an Unverschämtheit.	SERVICE#-1
Nichts konnte überzeugen.	GENERAL-IMPRESSION#-1
Wäre in LOC Mittelklasse.	GENERAL-IMPRESSION#0
Da es vermutlich wegen der Buchmesse viel zu laut war, konnte keine vernünftige Unterhaltung stattfinden.	AMBIENCE#-1
Ein Schnitzel glich dem anderen - leider nur TK-Ware ohne Liebe frittiert.	FOOD#-1
Preis / Leistung top!	PRICE#1
Sehr nettes Personal und Verständnis, wenn man länger sitzen bleibt.	SERVICE#1
Ich würde das Lokal wieder empfehlen.	GENERAL-IMPRESSION#1
Die Beilagen hingegen waren super.	FOOD#1
Gern wieder :)	GENERAL-IMPRESSION#1
Gerne wieder!	GENERAL-IMPRESSION#1
Der Leberkäse hingegen sehr gut.	FOOD#1
Auch wenn mich ein Restaurant schonmal enttäuscht hat, gebe ich gerne eine zweite Chance.	GENERAL-IMPRESSION#-1
Aber als Vegetarierer gab es keinerlei Auswahl, wir mussten von der LOC zwei Gänge bestellen, wobei es bei jedem Gang nur eine Möglichkeit gab, beim Hauptgericht bestand diese aus einer Selleriescheibe, was auch nicht jedermanns Sache ist.	FOOD#-1	FOOD#-1
Der Keller hat uns durch seine Art den Abend versaut und unsere Tradition endet somit und wir suchen ein neues Lokal.	SERVICE#-1
Ein gemütliches Restaurant, die Aussenbestuhlung befindet sich vor dem Lokal, der bestellte Rosewein wurde hervorragend im Weinkühler serviert und unsere Fischgerichte waren sehr lecker!	GENERAL-IMPRESSION#1	FOOD#1	FOOD#1
Service absolut unterirdisch.	SERVICE#-1
Einziger Lichtblick und auch der Grund warum ich es nicht mit „mangelhaft“ bewerte, war der sehr freundliche Kellner.	GENERAL-IMPRESSION#-1	SERVICE#1
Man hat ihn angemerkt, dass er seinen Job gern macht.	SERVICE#1
Dieses Restaurant bietet eine köstliche Auswahl an klassischen Gerichten, von denen jedes vor Geschmack strotzt.	FOOD#1
Für einen ruhigen Abend mit wohlfühlcharakter ist man hier definitiv falsch.	AMBIENCE#-1
Sehr angenehme Ambiance im LOC.	AMBIENCE#1
Das Frühstück ist sehr schmackhaft und vielfältig.	FOOD#1
Wir werden also schon erwartet und sofort kümmert sich der Service um unser Wohl.	SERVICE#1
Das Essen war sehr sehr lecker und kam zügig.	FOOD#1	SERVICE#1
Geschmack fad.	FOOD#-1
Dann, keine 10 Minuten später, bekam ich ein neues Steak, das auf den Punkt zubereitet war.	FOOD#1
Unmögliches Raumklima innerhalb.	AMBIENCE#-1
Es war viel zu laut, wie im Club.	AMBIENCE#-1
Positiv zu vermerken ist die einzigartige Lage, das traditionelle Ambiente und der freundliche Service.	AMBIENCE#1	AMBIENCE#1	SERVICE#1
Bedienung sehr zuvorkommend	SERVICE#1
Sehr nette und zuvorkommende Bedienung.	SERVICE#1
Mit den LOC kann man Fenster einschmeißen - jeder Bahnhof serviert bessere…Einzig und alleine die Maß war lecker.	FOOD#1	FOOD#-1
Leider sind die Toiletten sehr unsauber, nicht gepflegt mit starker Geruchsbildung der einem auf dem Weg dorthin schon entgegen schlägt.	AMBIENCE#-1
Wir waren zu zweit an einem Montag Abend dort und haben sehr fein gegessen.	FOOD#1
Über die Qualität der Gerichte muß man nicht mehr reden: hervorragend!	FOOD#1
Die Kellnerin hat einen genervten Eindruck gemacht.	SERVICE#-1
Wir freuen uns auf ein Wiedersehen!	GENERAL-IMPRESSION#1
Da sollte sich das Management vom LOC schämen sowas haben wir nie erlebt.	SERVICE#-1
Im Sterneküchenbereich eher selten…Eine fabelhafte Beratung vorweg und natürlich das exzellente Essen.	FOOD#1	SERVICE#1
Die Krönung waren dann die 6,50 Euro für den 0,1 l Rosenkir.	PRICE#1
Ambiente toll, vielen Dank für den herrlichen Abend	AMBIENCE#1	GENERAL-IMPRESSION#1
Zu dem auch nur lauwarm.	FOOD#-1
Von Anfang bis Ende ein Erlebnis!	GENERAL-IMPRESSION#1
Ein Besuch lohnt sich auf jeden Fall.	GENERAL-IMPRESSION#1
Tolles Ambiente, schöne Einrichtung.	AMBIENCE#1	AMBIENCE#1
Ich hab nichts vermisst, sowohl das gebratene, wie auch das Gemüse in Currysauce waren wirklich sehr lecker.	FOOD#1
Vorspeise, Hauptgang und Dessert - alles war top!	FOOD#1	FOOD#1	FOOD#1
Das Restaurant scheint im vorigen Jahrhundert stehen geblieben zu sein.	GENERAL-IMPRESSION#-1
überaus fein.	FOOD#1
6 Salatblätter Frisee und 2/3 Croutons sind keine 12,50€ wert!	PRICE#-1	PRICE#-1
Mehr als 2 Punkte gibt es nicht.	GENERAL-IMPRESSION#-1
Sollte Mann dann doch bei einem Besuch in LOC mit erleben Recht beeindruckend - der große Saal mit den Gewölben und den Malereien Kann auch sehr gut zu Abend essen dort - und natürlich auch ein gepflegtes Bier trinken	AMBIENCE#1	AMBIENCE#1	FOOD#1	FOOD#1
Richtig schön, waren die Blumenblätter auf den Gerichten, aber das war leider auch schon alles.	GENERAL-IMPRESSION#-1	FOOD#1
Am besten war noch der dazu bestellte große Salatteller mit Speckwürfel und die gekaufte Breze.	FOOD#1	FOOD#1
Schlechtester Belag, den wir bis jetzt bekommen haben.	FOOD#-1
Ich war ein absoluter Stammkunde, aber das hat jetzt ein Ende.	GENERAL-IMPRESSION#-1
Der "zuständige" Kellner schnauzte uns über sämtliche Tische sehr laut an, dass man kein "mitgebrachtes Essen" verzehren dürfte....(Eis: mitgebrachtes Essen????	SERVICE#-1
Wir waren mit unserem Besuch vollsten zufrieden.	GENERAL-IMPRESSION#1
Sehr leckerer Lachsteller mit Kartoffeln und Gemüse in schönem Ambiente.	FOOD#1	FOOD#1	AMBIENCE#1
1 cm dicke Blutwurst, breiig wie Mus (statt kross gebraten)1 rundes Stück frittiertes Fleisch (was lt.	FOOD#-1
Statt sich um die Gäste zu kümmern wurde vorgezogen lautstark und vor den Gästen zu telefonieren, private Unterhaltungen zu führen oder Raucherpausen zu machen.	SERVICE#-1
Die Haxe mit Knödel war gut.	FOOD#1
Preislich dafür zumindest teilweise deutlich überzeugen.	PRICE#-1
Die Auswahl der Sprizz sind groß - schmeckt auch ohne Alkohol.	FOOD#1
Das LOC bietet ein authentisches Steakhouse-Erlebnis, das Fleischliebhaber begeistern wird.	GENERAL-IMPRESSION#1	FOOD#1
Bedienung unfreundlich mit verdreckten Oberteil - sorry unappetitlich hoch drei .	SERVICE#-1
Alles perfekt, eindeutig griechisch lecker, ok., der Reihe nach, im Detail:die sehr gute Vorspeise weckt den Appetit auf das Hauptgericht, das sowohl als Fleisch- und als Fischvariante absolut Klasse war, Ambiente angenehme Schlichtheit und das Personal in seiner waschechten, gastfreundlichen, griechischen Art einfach super!!	FOOD#1	FOOD#1	AMBIENCE#1	SERVICE#1
Daraufhin hat sie mich angepamt, ich würde an einem Tisch sitzen der gesperrt sei.	SERVICE#-1
Leute, macht einen großen Bogen um dieses Restaurant.	GENERAL-IMPRESSION#-1
Wir kommen gerne wieder.	GENERAL-IMPRESSION#1
Wenn ich wieder in der LOC bin, komme ich gerne wieder!	GENERAL-IMPRESSION#1
lokale Küche (Töttchen), ein eigenes Bier und vor allem super Service.	SERVICE#1
Personal auf zack und der Burger war wirklich seeehr lecker!	SERVICE#1	FOOD#1
Der Preis mit 9.90€ definitiv nicht gerechtfertigt.	PRICE#-1
Mega leckeres Essen und super freundliche Bedienung.	FOOD#1	SERVICE#1
Etwas zu laut,wenn es voll ist.	AMBIENCE#-1
Netter und freundlicher Service.	SERVICE#1
Die Kellnerin bediente uns genervt.	SERVICE#-1
Schlecht kann ich auch woanders, besonders bei den Preisen.	PRICE#-1	GENERAL-IMPRESSION#-1
Was mir etwas fehlte ist eine noch klarere Ausrichtung der Küche - natürlich optimalerweise auf die westfälische Küche.	FOOD#-1
Die Letzten erhielten ihr Gericht erst nach einer 1 h, wo alle mit dem Essen fertig waren.	SERVICE#-1
Schade.	GENERAL-IMPRESSION#-1
Ein super schönes, gemütliches Lokal.	AMBIENCE#1
Der Laden ist voll, das Personal bleibt freundlich und angenehm nett.	SERVICE#1
Vorspeise Hannas „teuflisch“ war Ok und wahrscheinlich landestypisch.	FOOD#1
Service ist top, aber die Qualität das Essens war schrecklich.	SERVICE#1	FOOD#-1
Die Portionsgrößen sind tendenziell großzügig.	FOOD#1
Sehr leckeres Essen und lockere Atmosphäre.	FOOD#1	AMBIENCE#1
Anstatt es einfach auszutauschen wurde mir gesagt, das ich da eben Pech habe.	SERVICE#-1
Eine Reservierung für 2 Personen war im Vorfeld (Tage vorher) nicht möglich.	SERVICE#-1
Wir sind sehr gerne dort.	GENERAL-IMPRESSION#1
Mehr Schein als sein!	GENERAL-IMPRESSION#-1
Wir waren durchweg alle zufrieden.	GENERAL-IMPRESSION#1
Unfassbar unfreundlicher Service.	SERVICE#-1
Am 6.4. im LOC lasch, Kruste völlig weich; Leberkäs lauwarm und ebenfalls ohne knusprigen Rand - schade, eigentlich kenne ich das dort ganz anders!	FOOD#-1	FOOD#-1
Das Preis-Leistungsverhältnis nach unserem Empfinden nicht in Ordnung.	PRICE#-1
Schade	GENERAL-IMPRESSION#-1
Uns hat das Ambiente der Metzgerei ebenfalls sehr gut gefallen.	AMBIENCE#1
Speziell die Bedienungung Frau Vorname, LOC super aufmerksam, freundlich und nett.	SERVICE#1
Super lecker, perfekt zubereitet und sehr große Portionen.	FOOD#1
Essen lieblos hergerichtet, Ambiente toll, Service gestresst und hat mir die Freude auf diesen Abend genommen.	FOOD#-1	AMBIENCE#1	SERVICE#-1
Freundlich empfangen und zum Tisch gebracht.	SERVICE#1
In Summe Preis-/Leistung aber nicht angemessen.	PRICE#-1
Seeehr leckeres Essen, tolles Ambiente und Personal.	FOOD#1	AMBIENCE#1	SERVICE#1
Das LOC für 18,60€ Ist dermaßen überbraten, dass das Fleisch trocken, hart und kaum zu schneiden war.	FOOD#-1	PRICE#-1
Wir kommen gern wieder !	GENERAL-IMPRESSION#1
Vielen herzlichen Dank, Lena!	SERVICE#1
Die Bedienung war sehr freundlich und aufmerksam.	SERVICE#1
Von der Preisstruktur her gehoben, kann die Qualität des Essens nicht mithalten: teilweise gut (Spargel), teilweise grottig (stark versalzene Beilagen , Gemüse nicht frisch, sondern an Tiefkühlgemüse erinnernd, sehr durchwachsenes Fleisch).	FOOD#-1	FOOD#-1	FOOD#1	FOOD#-1	FOOD#-1	FOOD#0
